tau_c	metric	value
40.0	trace_distance	0.3605440855
40.0	trace_distance	0.4050607085
40.0	trace_distance	0.3938995004
40.0	trace_distance	0.3430533707
40.0	trace_distance	0.3871124983
40.0	trace_distance	0.4024241567
40.0	trace_distance	0.3565789461
40.0	trace_distance	0.3843119144
40.0	trace_distance	0.3491981030
40.0	trace_distance	0.3500932455
40.0	trace_distance	0.3274224997
40.0	trace_distance	0.3715965152
40.0	trace_distance	0.3301008642
40.0	trace_distance	0.3364093602
40.0	trace_distance	0.3383804560
40.0	trace_distance	0.3275452852
40.0	trace_distance	0.3688085079
40.0	trace_distance	0.3518386781
40.0	trace_distance	0.4192872643
40.0	trace_distance	0.4409589469
40.0	trace_distance	0.3348629475
40.0	trace_distance	0.4012310505
40.0	trace_distance	0.3715812564
40.0	trace_distance	0.3795999885
40.0	trace_distance	0.3618357182
40.0	trace_distance	0.3528067470
40.0	trace_distance	0.3885414600
40.0	trace_distance	0.3558910489
40.0	trace_distance	0.3342460394
40.0	trace_distance	0.3395431340
40.0	trace_distance	0.3279594779
40.0	trace_distance	0.4407854378
40.0	trace_distance	0.3940749466
40.0	trace_distance	0.3856169581
40.0	trace_distance	0.3315576017
40.0	trace_distance	0.3388578296
40.0	trace_distance	0.4134739637
40.0	trace_distance	0.3284683228
40.0	trace_distance	0.3318502307
40.0	trace_distance	0.4004164338
40.0	trace_distance	0.3289635777
40.0	trace_distance	0.3294045925
40.0	trace_distance	0.3274421096
40.0	trace_distance	0.3350085616
40.0	trace_distance	0.3288764358
40.0	trace_distance	0.3288328648
40.0	trace_distance	0.4273339808
40.0	trace_distance	0.3289072216
40.0	trace_distance	0.3292616606
60.0	fidelity1	0.7167676687
60.0	fidelity1	0.7751945257
60.0	fidelity1	0.7698301673
60.0	fidelity1	0.7762022018
60.0	fidelity1	0.7814269066
60.0	fidelity1	0.7589735985
60.0	fidelity1	0.7809001803
60.0	fidelity1	0.7232418060
60.0	fidelity1	0.7704216242
60.0	fidelity1	0.7650622129
60.0	fidelity1	0.7813259959
60.0	fidelity1	0.7807745337
60.0	fidelity1	0.7794720531
60.0	fidelity1	0.7303800583
60.0	fidelity1	0.7817338705
60.0	fidelity1	0.7667199969
60.0	fidelity1	0.7736290693
60.0	fidelity1	0.7817581892
60.0	fidelity1	0.7721036673
60.0	fidelity1	0.7804681659
60.0	fidelity1	0.7817307711
60.0	fidelity1	0.7808694243
60.0	fidelity1	0.7424916029
60.0	fidelity1	0.7603508234
60.0	fidelity1	0.7777075171
60.0	fidelity1	0.7674393654
60.0	fidelity1	0.7759796381
60.0	fidelity1	0.7765694857
60.0	fidelity1	0.7716627121
60.0	fidelity1	0.7581600547
60.0	fidelity1	0.7229207754
60.0	fidelity1	0.7593776584
60.0	fidelity1	0.7733366489
60.0	fidelity1	0.7817518115
60.0	fidelity1	0.7783238888
60.0	fidelity1	0.7573909760
60.0	fidelity1	0.7093212008
60.0	fidelity1	0.7808637023
60.0	fidelity1	0.7784661055
60.0	fidelity1	0.7249592543
60.0	fidelity1	0.7692450285
60.0	fidelity1	0.7467308044
60.0	fidelity1	0.7729887962
60.0	fidelity1	0.7632943988
60.0	fidelity1	0.7785890102
60.0	fidelity1	0.7530317307
60.0	fidelity1	0.7647684813
60.0	fidelity1	0.7813668251
60.0	fidelity1	0.7712969184
60.0	fidelity1	0.7692437172
60.0	fidelity1	0.7159684896
60.0	fidelity1	0.7793628573
60.0	fidelity1	0.7431159019
60.0	fidelity1	0.7678174973
60.0	fidelity1	0.7814563513
60.0	fidelity1	0.7729198337
60.0	fidelity1	0.7502710223
60.0	fidelity1	0.7807873487
60.0	fidelity1	0.7790600657
60.0	fidelity1	0.7642201185
60.0	fidelity1	0.7765468955
60.0	fidelity1	0.7801823616
60.0	fidelity1	0.7786356807
60.0	fidelity1	0.7810277343
60.0	fidelity1	0.7817046046
60.0	fidelity1	0.7435433269
60.0	fidelity1	0.7793997526
60.0	fidelity1	0.7599838972
60.0	fidelity1	0.7776046991
60.0	fidelity1	0.7799939513
60.0	fidelity1	0.7750527263
60.0	fidelity1	0.7792586088
60.0	fidelity1	0.7817568779
60.0	fidelity1	0.7660178542
60.0	fidelity1	0.7341517806
60.0	fidelity1	0.7512830496
60.0	fidelity1	0.7801440954
60.0	fidelity1	0.7699759007
60.0	fidelity1	0.7299058437
60.0	fidelity1	0.7783017159
60.0	fidelity1	0.7656230927
60.0	fidelity1	0.7679249644
60.0	fidelity1	0.7384662628
60.0	fidelity1	0.7804369926
60.0	fidelity1	0.7489312887
60.0	fidelity1	0.7811341286
60.0	fidelity1	0.7557751536
60.0	fidelity1	0.6870859861
60.0	fidelity1	0.7652591467
60.0	fidelity1	0.7628580332
60.0	fidelity1	0.7817547321
60.0	fidelity1	0.7812298536
60.0	fidelity1	0.7817391157
60.0	fidelity1	0.7766773105
60.0	fidelity1	0.7817577124
60.0	fidelity1	0.7641676664
60.0	fidelity1	0.7755312920
60.0	fidelity1	0.7816828489
60.0	fidelity1	0.7817578316
60.0	fidelity1	0.7809972763
60.0	trace_distance	0.4523849785
60.0	trace_distance	0.3420701027
60.0	trace_distance	0.3536360860
60.0	trace_distance	0.3398535252
60.0	trace_distance	0.3281208873
60.0	trace_distance	0.3759567738
60.0	trace_distance	0.3293228149
60.0	trace_distance	0.4415211976
60.0	trace_distance	0.3523795903
60.0	trace_distance	0.3636075258
60.0	trace_distance	0.3283514678
60.0	trace_distance	0.3296087384
60.0	trace_distance	0.3325593472
60.0	trace_distance	0.4292244017
60.0	trace_distance	0.3274186850
60.0	trace_distance	0.3601717353
60.0	trace_distance	0.3454852700
60.0	trace_distance	0.3273629546
60.0	trace_distance	0.3487811685
60.0	trace_distance	0.3303050399
60.0	trace_distance	0.3274257779
60.0	trace_distance	0.3293927610
60.0	trace_distance	0.4075123966
60.0	trace_distance	0.3731989861
60.0	trace_distance	0.3365151882
60.0	trace_distance	0.3586702049
60.0	trace_distance	0.3403443694
60.0	trace_distance	0.3390422165
60.0	trace_distance	0.3497278690
60.0	trace_distance	0.3775761425
60.0	trace_distance	0.4420663416
60.0	trace_distance	0.3751496077
60.0	trace_distance	0.3461197615
60.0	trace_distance	0.3273775578
60.0	trace_distance	0.3351384103
60.0	trace_distance	0.3791009784
60.0	trace_distance	0.4645662904
60.0	trace_distance	0.3294060826
60.0	trace_distance	0.3348203897
60.0	trace_distance	0.4385942221
60.0	trace_distance	0.3548748791
60.0	trace_distance	0.3996344507
60.0	trace_distance	0.3468725681
60.0	trace_distance	0.3672357202
60.0	trace_distance	0.3345448077
60.0	trace_distance	0.3876288831
60.0	trace_distance	0.3642130494
60.0	trace_distance	0.3282581866
60.0	trace_distance	0.3505113125
60.0	trace_distance	0.3548777103
60.0	trace_distance	0.4537081420
60.0	trace_distance	0.3328053355
60.0	trace_distance	0.4063617289
60.0	trace_distance	0.3578791022
60.0	trace_distance	0.3280538023
60.0	trace_distance	0.3470215201
60.0	trace_distance	0.3929341435
60.0	trace_distance	0.3295798302
60.0	trace_distance	0.3334870636
60.0	trace_distance	0.3653402030
60.0	trace_distance	0.3390920758
60.0	trace_distance	0.3309534788
60.0	trace_distance	0.3344401717
60.0	trace_distance	0.3290323317
60.0	trace_distance	0.3274860680
60.0	trace_distance	0.4055721462
60.0	trace_distance	0.3327224851
60.0	trace_distance	0.3739360571
60.0	trace_distance	0.3367444277
60.0	trace_distance	0.3313801885
60.0	trace_distance	0.3423808813
60.0	trace_distance	0.3330401778
60.0	trace_distance	0.3273659945
60.0	trace_distance	0.3616312444
60.0	trace_distance	0.4225827754
60.0	trace_distance	0.3909980655
60.0	trace_distance	0.3310403526
60.0	trace_distance	0.3533267975
60.0	trace_distance	0.4300521910
60.0	trace_distance	0.3351882100
60.0	trace_distance	0.3624486327
60.0	trace_distance	0.3576540351
60.0	trace_distance	0.4148549139
60.0	trace_distance	0.3303761482
60.0	trace_distance	0.3954832256
60.0	trace_distance	0.3287894428
60.0	trace_distance	0.3822841644
60.0	trace_distance	0.4991741180
60.0	trace_distance	0.3632012010
60.0	trace_distance	0.3681260943
60.0	trace_distance	0.3273709416
60.0	trace_distance	0.3285714984
60.0	trace_distance	0.3274066448
60.0	trace_distance	0.3388035893
60.0	trace_distance	0.3273641765
60.0	trace_distance	0.3654480278
60.0	trace_distance	0.3413310647
60.0	trace_distance	0.3275355399
60.0	trace_distance	0.3273637891
60.0	trace_distance	0.3291014433
80.0	fidelity1	0.7797906399
80.0	fidelity1	0.7735351324
80.0	fidelity1	0.7817438841
80.0	fidelity1	0.7570638657
80.0	fidelity1	0.7815801501
80.0	fidelity1	0.7674620152
80.0	fidelity1	0.7788270712
80.0	fidelity1	0.7625533938
80.0	fidelity1	0.7599592209
80.0	fidelity1	0.7623917460
80.0	fidelity1	0.7679281235
80.0	fidelity1	0.7807132602
80.0	fidelity1	0.7794048190
80.0	fidelity1	0.7645656466
80.0	fidelity1	0.7159814835
80.0	fidelity1	0.7437717319
80.0	fidelity1	0.7817338705
80.0	fidelity1	0.7812800407
80.0	fidelity1	0.7576431036
80.0	fidelity1	0.7744963169
80.0	fidelity1	0.7817395926
80.0	fidelity1	0.7743856311
80.0	fidelity1	0.7796734571
80.0	fidelity1	0.7809810042
80.0	fidelity1	0.7817425132
80.0	fidelity1	0.7257581949
80.0	fidelity1	0.7451800108
80.0	fidelity1	0.7288386226
80.0	fidelity1	0.7713689208
80.0	fidelity1	0.7410544753
80.0	fidelity1	0.7456111908
80.0	fidelity1	0.7724444270
80.0	fidelity1	0.7386107445
80.0	fidelity1	0.7802939415
80.0	fidelity1	0.7806878090
80.0	fidelity1	0.7755111456
80.0	fidelity1	0.7738021612
80.0	fidelity1	0.7636607885
80.0	fidelity1	0.7628144622
80.0	fidelity1	0.7639884949
80.0	fidelity1	0.7795921564
80.0	fidelity1	0.7817391157
80.0	fidelity1	0.7734720707
80.0	fidelity1	0.7570643425
80.0	fidelity1	0.7485361099
80.0	fidelity1	0.7674667835
80.0	fidelity1	0.7799336314
80.0	fidelity1	0.7770773172
80.0	fidelity1	0.7785694003
80.0	fidelity1	0.7763018608
80.0	fidelity1	0.7770013809
80.0	fidelity1	0.7198662758
80.0	fidelity1	0.7812282443
80.0	fidelity1	0.7814058065
80.0	fidelity1	0.7317374945
80.0	fidelity1	0.7483336329
80.0	fidelity1	0.7212241888
80.0	fidelity1	0.7336003184
80.0	fidelity1	0.7614473104
80.0	fidelity1	0.7540644407
80.0	fidelity1	0.7656652331
80.0	fidelity1	0.7816524506
80.0	fidelity1	0.7798900604
80.0	fidelity1	0.7796113491
80.0	fidelity1	0.7634452581
80.0	fidelity1	0.7597285509
80.0	fidelity1	0.7055130005
80.0	fidelity1	0.7809874415
80.0	fidelity1	0.7813577652
80.0	fidelity1	0.6545869112
80.0	fidelity1	0.7745293379
80.0	fidelity1	0.7617331743
80.0	fidelity1	0.6938074827
80.0	fidelity1	0.7776703835
80.0	fidelity1	0.7802836299
80.0	fidelity1	0.7793652415
80.0	fidelity1	0.7707008123
80.0	fidelity1	0.7174813151
80.0	fidelity1	0.7801281214
80.0	fidelity1	0.7813118696
80.0	fidelity1	0.7725138664
80.0	fidelity1	0.7372770309
80.0	fidelity1	0.7410353422
80.0	fidelity1	0.7764207125
80.0	fidelity1	0.7369794846
80.0	fidelity1	0.7604271173
80.0	fidelity1	0.7046834826
80.0	fidelity1	0.7376143932
80.0	fidelity1	0.7693969607
80.0	fidelity1	0.7814494967
80.0	fidelity1	0.7619813681
80.0	fidelity1	0.7638707161
80.0	fidelity1	0.7812485695
80.0	fidelity1	0.7677833438
80.0	fidelity1	0.7682288885
80.0	fidelity1	0.7813795805
80.0	fidelity1	0.7817555666
80.0	fidelity1	0.6791715622
80.0	fidelity1	0.7462457418
80.0	fidelity1	0.7494034767
80.0	trace_distance	0.3318400979
80.0	trace_distance	0.3456894159
80.0	trace_distance	0.3273957968
80.0	trace_distance	0.3797473609
80.0	trace_distance	0.3277705014
80.0	trace_distance	0.3586233854
80.0	trace_distance	0.3340107799
80.0	trace_distance	0.3687459826
80.0	trace_distance	0.3739849925
80.0	trace_distance	0.3690747619
80.0	trace_distance	0.3576474190
80.0	trace_distance	0.3297480345
80.0	trace_distance	0.3327108026
80.0	trace_distance	0.3646302223
80.0	trace_distance	0.4536865056
80.0	trace_distance	0.4051494598
80.0	trace_distance	0.3274185658
80.0	trace_distance	0.3284565210
80.0	trace_distance	0.3786015213
80.0	trace_distance	0.3435974717
80.0	trace_distance	0.3274058104
80.0	trace_distance	0.3438389301
80.0	trace_distance	0.3321048021
80.0	trace_distance	0.3291384280
80.0	trace_distance	0.3273986280
80.0	trace_distance	0.4372258782
80.0	trace_distance	0.4025340378
80.0	trace_distance	0.4319095612
80.0	trace_distance	0.3503574133
80.0	trace_distance	0.4101487398
80.0	trace_distance	0.4017299414
80.0	trace_distance	0.3480476439
80.0	trace_distance	0.4145932198
80.0	trace_distance	0.3307004869
80.0	trace_distance	0.3298060298
80.0	trace_distance	0.3413754404
80.0	trace_distance	0.3451094031
80.0	trace_distance	0.3664871156
80.0	trace_distance	0.3682146370
80.0	trace_distance	0.3658155799
80.0	trace_distance	0.3322884738
80.0	trace_distance	0.3274064660
80.0	trace_distance	0.3458257020
80.0	trace_distance	0.3797463179
80.0	trace_distance	0.3962316811
80.0	trace_distance	0.3586132526
80.0	trace_distance	0.3315166831
80.0	trace_distance	0.3379169106
80.0	trace_distance	0.3345889747
80.0	trace_distance	0.3396335840
80.0	trace_distance	0.3380852938
80.0	trace_distance	0.4472185969
80.0	trace_distance	0.3285750151
80.0	trace_distance	0.3281689882
80.0	trace_distance	0.4268460572
80.0	trace_distance	0.3966149986
80.0	trace_distance	0.4449355006
80.0	trace_distance	0.4235600829
80.0	trace_distance	0.3709889650
80.0	trace_distance	0.3856255710
80.0	trace_distance	0.3623613119
80.0	trace_distance	0.3276049197
80.0	trace_distance	0.3316152096
80.0	trace_distance	0.3322450519
80.0	trace_distance	0.3669275045
80.0	trace_distance	0.3744475543
80.0	trace_distance	0.4706741571
80.0	trace_distance	0.3291241527
80.0	trace_distance	0.3282790780
80.0	trace_distance	0.5458236337
80.0	trace_distance	0.3435256481
80.0	trace_distance	0.3704105020
80.0	trace_distance	0.4889708757
80.0	trace_distance	0.3365979195
80.0	trace_distance	0.3307242990
80.0	trace_distance	0.3328000009
80.0	trace_distance	0.3517852426
80.0	trace_distance	0.4512002468
80.0	trace_distance	0.3310762644
80.0	trace_distance	0.3283837438
80.0	trace_distance	0.3478977084
80.0	trace_distance	0.4169990420
80.0	trace_distance	0.4101837277
80.0	trace_distance	0.3393712044
80.0	trace_distance	0.4175339341
80.0	trace_distance	0.3730455041
80.0	trace_distance	0.4719941318
80.0	trace_distance	0.4163919687
80.0	trace_distance	0.3545532823
80.0	trace_distance	0.3280692995
80.0	trace_distance	0.3699079752
80.0	trace_distance	0.3660567999
80.0	trace_distance	0.3285281658
80.0	trace_distance	0.3579503894
80.0	trace_distance	0.3570161462
80.0	trace_distance	0.3282290697
80.0	trace_distance	0.3273688853
80.0	trace_distance	0.5109272003
80.0	trace_distance	0.4005437791
80.0	trace_distance	0.3945865631
120.0	fidelity1	0.6920650005
120.0	fidelity1	0.7817200422
120.0	fidelity1	0.7813738585
120.0	fidelity1	0.7787642479
120.0	fidelity1	0.7817324400
120.0	fidelity1	0.7815853953
120.0	fidelity1	0.7210268974
120.0	fidelity1	0.7705594897
120.0	fidelity1	0.7794165015
120.0	fidelity1	0.7795371413
120.0	fidelity1	0.7745057344
120.0	fidelity1	0.7197124362
120.0	fidelity1	0.7651252747
120.0	fidelity1	0.7811387777
120.0	fidelity1	0.7815150023
120.0	fidelity1	0.7728166580
120.0	fidelity1	0.7744590640
120.0	fidelity1	0.7801667452
120.0	fidelity1	0.7771843672
120.0	fidelity1	0.7570031881
120.0	fidelity1	0.7628061175
120.0	fidelity1	0.7736238241
