tau_c	metric	value
40.0	fidelity1	0.7626318336
40.0	fidelity1	0.7086190581
40.0	fidelity1	0.6901192665
40.0	fidelity1	0.7460357547
40.0	fidelity1	0.7120304108
40.0	fidelity1	0.7550997734
40.0	fidelity1	0.7540011406
40.0	fidelity1	0.7816860080
40.0	fidelity1	0.7275878787
40.0	fidelity1	0.7784351110
40.0	fidelity1	0.7707531452
40.0	fidelity1	0.7683467269
40.0	fidelity1	0.7815370560
40.0	fidelity1	0.7310097218
40.0	fidelity1	0.7518585920
40.0	fidelity1	0.6701619625
40.0	fidelity1	0.6454721689
40.0	fidelity1	0.7726389766
40.0	fidelity1	0.6915496588
40.0	fidelity1	0.7276067734
40.0	fidelity1	0.7177841067
40.0	fidelity1	0.7395753860
40.0	fidelity1	0.7506698370
40.0	fidelity1	0.7068817019
40.0	fidelity1	0.7468808889
40.0	fidelity1	0.7733909488
40.0	fidelity1	0.7669258118
40.0	fidelity1	0.7810346484
40.0	fidelity1	0.6456643939
40.0	fidelity1	0.7001718283
40.0	fidelity1	0.7104400396
40.0	fidelity1	0.7766639590
40.0	fidelity1	0.7677636147
40.0	fidelity1	0.6769809723
40.0	fidelity1	0.7804173827
40.0	fidelity1	0.7763080001
40.0	fidelity1	0.6925277710
40.0	fidelity1	0.7798163295
40.0	fidelity1	0.7792805433
40.0	fidelity1	0.7816621661
40.0	fidelity1	0.7724617720
40.0	fidelity1	0.7799220085
40.0	fidelity1	0.7799749374
40.0	fidelity1	0.6608484983
40.0	fidelity1	0.7798846960
40.0	fidelity1	0.7794542313
40.0	trace_distance	0.3338432312
40.0	trace_distance	0.3694905043
40.0	trace_distance	0.3307532668
40.0	trace_distance	0.3283605576
40.0	trace_distance	0.5152462721
40.0	trace_distance	0.3348428607
40.0	trace_distance	0.3754324317
40.0	trace_distance	0.3654407263
40.0	trace_distance	0.5494465828
40.0	trace_distance	0.3285788298
40.0	trace_distance	0.4969275594
40.0	trace_distance	0.3380855620
40.0	trace_distance	0.3588436246
40.0	trace_distance	0.5238752365
40.0	trace_distance	0.4221765399
40.0	trace_distance	0.3560821712
40.0	trace_distance	0.6364430189
40.0	trace_distance	0.5552536249
40.0	trace_distance	0.3614161015
40.0	trace_distance	0.3326122761
40.0	trace_distance	0.5006575584
40.0	trace_distance	0.3274811208
40.0	trace_distance	0.4140371680
40.0	trace_distance	0.3449814320
40.0	trace_distance	0.4359514117
40.0	trace_distance	0.3512725532
40.0	trace_distance	0.5471631885
40.0	trace_distance	0.3309760690
40.0	trace_distance	0.4238449633
40.0	trace_distance	0.4167637527
40.0	trace_distance	0.4063177705
40.0	trace_distance	0.4775189757
40.0	trace_distance	0.3348312974
40.0	trace_distance	0.3797443211
40.0	trace_distance	0.3905565441
40.0	trace_distance	0.3469571769
40.0	trace_distance	0.3809653521
40.0	trace_distance	0.6701279879
40.0	trace_distance	0.3635125756
40.0	trace_distance	0.3318956494
40.0	trace_distance	0.4713772237
40.0	trace_distance	0.4668847024
40.0	trace_distance	0.3546074629
40.0	trace_distance	0.3700547814
40.0	trace_distance	0.3299010992
40.0	trace_distance	0.3307862282
40.0	trace_distance	0.5129430890
40.0	trace_distance	0.4141972959
40.0	trace_distance	0.3444786072
40.0	trace_distance	0.4009278417
40.0	trace_distance	0.4634461999
40.0	trace_distance	0.4099507034
40.0	trace_distance	0.4993552268
40.0	trace_distance	0.4787769914
40.0	trace_distance	0.3685866892
40.0	trace_distance	0.4656986296
40.0	trace_distance	0.4945956469
40.0	trace_distance	0.4009366632
40.0	trace_distance	0.4601719379
40.0	trace_distance	0.3836066127
40.0	trace_distance	0.3857489526
40.0	trace_distance	0.3275280893
40.0	trace_distance	0.4340760112
40.0	trace_distance	0.3348898292
40.0	trace_distance	0.3516732454
40.0	trace_distance	0.3567683697
40.0	trace_distance	0.3278691471
40.0	trace_distance	0.4281228185
40.0	trace_distance	0.3898921609
40.0	trace_distance	0.5239854455
40.0	trace_distance	0.5582075119
40.0	trace_distance	0.3476278782
40.0	trace_distance	0.4924218059
40.0	trace_distance	0.4340434074
40.0	trace_distance	0.4506969750
40.0	trace_distance	0.4128445685
40.0	trace_distance	0.3921723068
40.0	trace_distance	0.4684882164
40.0	trace_distance	0.3993525505
40.0	trace_distance	0.3460019231
40.0	trace_distance	0.3597429991
40.0	trace_distance	0.3290164173
40.0	trace_distance	0.5579490066
40.0	trace_distance	0.4791096449
40.0	trace_distance	0.4627566040
40.0	trace_distance	0.3388329148
40.0	trace_distance	0.3579920828
40.0	trace_distance	0.5141324997
40.0	trace_distance	0.3304205537
40.0	trace_distance	0.3396199048
40.0	trace_distance	0.4909299314
40.0	trace_distance	0.3317820430
40.0	trace_distance	0.3329909444
40.0	trace_distance	0.3275827765
40.0	trace_distance	0.3480104804
40.0	trace_distance	0.3315429688
40.0	trace_distance	0.3314235210
40.0	trace_distance	0.5371508598
40.0	trace_distance	0.3316273689
40.0	trace_distance	0.3325994611
60.0	fidelity1	0.6330343485
60.0	fidelity1	0.7638354301
60.0	fidelity1	0.7496508360
60.0	fidelity1	0.7665464282
60.0	fidelity1	0.7808389664
60.0	fidelity1	0.7222427130
60.0	fidelity1	0.7793798447
60.0	fidelity1	0.6448495984
60.0	fidelity1	0.7511939406
60.0	fidelity1	0.7373983264
60.0	fidelity1	0.7805590630
60.0	fidelity1	0.7790325880
60.0	fidelity1	0.7754451632
60.0	fidelity1	0.6586837769
60.0	fidelity1	0.7816907763
60.0	fidelity1	0.7416204810
60.0	fidelity1	0.7596527934
60.0	fidelity1	0.7817581892
60.0	fidelity1	0.7556111217
60.0	fidelity1	0.7781867981
60.0	fidelity1	0.7816818953
60.0	fidelity1	0.7792949677
60.0	fidelity1	0.6840430498
60.0	fidelity1	0.7256225348
60.0	fidelity1	0.7706240416
60.0	fidelity1	0.7434658408
60.0	fidelity1	0.7659463882
60.0	fidelity1	0.7675381899
60.0	fidelity1	0.7544495463
60.0	fidelity1	0.7202599049
60.0	fidelity1	0.6442470551
60.0	fidelity1	0.7232314944
60.0	fidelity1	0.7588748932
60.0	fidelity1	0.7817403674
60.0	fidelity1	0.7723033428
60.0	fidelity1	0.7183942199
60.0	fidelity1	0.6203247905
60.0	fidelity1	0.7792791128
60.0	fidelity1	0.7726911306
60.0	fidelity1	0.6481012702
60.0	fidelity1	0.7481295466
60.0	fidelity1	0.6934674978
60.0	fidelity1	0.7579519749
60.0	fidelity1	0.7329411507
60.0	fidelity1	0.7730269432
60.0	fidelity1	0.7079910040
60.0	fidelity1	0.7366542816
60.0	fidelity1	0.7806724310
60.0	fidelity1	0.7534880638
60.0	fidelity1	0.7481259108
60.0	fidelity1	0.6316246986
60.0	fidelity1	0.7751457095
60.0	fidelity1	0.6854132414
60.0	fidelity1	0.7444380522
60.0	fidelity1	0.7809203863
60.0	fidelity1	0.7577694654
60.0	fidelity1	0.7015523911
60.0	fidelity1	0.7790676355
60.0	fidelity1	0.7743155360
60.0	fidelity1	0.7352692485
60.0	fidelity1	0.7674772143
60.0	fidelity1	0.7773985863
60.0	fidelity1	0.7731541395
60.0	fidelity1	0.7797327042
60.0	fidelity1	0.7816087604
60.0	fidelity1	0.6863548756
60.0	fidelity1	0.7752466202
60.0	fidelity1	0.7247188091
60.0	fidelity1	0.7703441381
60.0	fidelity1	0.7768797874
60.0	fidelity1	0.7634550929
60.0	fidelity1	0.7748599052
60.0	fidelity1	0.7817544937
60.0	fidelity1	0.7398270369
60.0	fidelity1	0.6663289070
60.0	fidelity1	0.7038986087
60.0	fidelity1	0.7772927284
60.0	fidelity1	0.7500311732
60.0	fidelity1	0.6577390432
60.0	fidelity1	0.7722426653
60.0	fidelity1	0.7388223410
60.0	fidelity1	0.7447147369
60.0	fidelity1	0.6753547192
60.0	fidelity1	0.7781004906
60.0	fidelity1	0.6984696388
60.0	fidelity1	0.7800275683
60.0	fidelity1	0.7145044208
60.0	fidelity1	0.5882219672
60.0	fidelity1	0.7378977537
60.0	fidelity1	0.7318477035
60.0	fidelity1	0.7817482948
60.0	fidelity1	0.7802920341
60.0	fidelity1	0.7817050815
60.0	fidelity1	0.7678298950
60.0	fidelity1	0.7817566395
60.0	fidelity1	0.7351368666
60.0	fidelity1	0.7647396922
60.0	fidelity1	0.7815489769
60.0	fidelity1	0.7817570567
60.0	fidelity1	0.7796489596
60.0	trace_distance	0.5746758580
60.0	trace_distance	0.3661293983
60.0	trace_distance	0.3941160142
60.0	trace_distance	0.3605330586
60.0	trace_distance	0.3294620812
60.0	trace_distance	0.4432152510
60.0	trace_distance	0.3327670097
60.0	trace_distance	0.5590434074
60.0	trace_distance	0.3911684155
60.0	trace_distance	0.4167808592
60.0	trace_distance	0.3300985992
60.0	trace_distance	0.3335487545
60.0	trace_distance	0.3415199518
60.0	trace_distance	0.5401647687
60.0	trace_distance	0.3275175095
60.0	trace_distance	0.4091125727
60.0	trace_distance	0.3745990396
60.0	trace_distance	0.3273629248
60.0	trace_distance	0.3826055527
60.0	trace_distance	0.3354451656
60.0	trace_distance	0.3275378346
60.0	trace_distance	0.3329581916
60.0	trace_distance	0.5037252903
60.0	trace_distance	0.4374586940
60.0	trace_distance	0.3519485593
60.0	trace_distance	0.4057154059
60.0	trace_distance	0.3617792130
60.0	trace_distance	0.3584641218
60.0	trace_distance	0.3848758340
60.0	trace_distance	0.4465579093
60.0	trace_distance	0.5598511696
60.0	trace_distance	0.4415387511
60.0	trace_distance	0.3761532307
60.0	trace_distance	0.3274036646
60.0	trace_distance	0.3483513594
60.0	trace_distance	0.4496804178
60.0	trace_distance	0.5910301208
60.0	trace_distance	0.3329942822
60.0	trace_distance	0.3475156724
60.0	trace_distance	0.5546635389
60.0	trace_distance	0.3970006704
60.0	trace_distance	0.4894921780
60.0	trace_distance	0.3779891729
60.0	trace_distance	0.4247258306
60.0	trace_distance	0.3467899561
60.0	trace_distance	0.4667090178
60.0	trace_distance	0.4181176424
60.0	trace_distance	0.3298413157
60.0	trace_distance	0.3867448270
60.0	trace_distance	0.3970075250
60.0	trace_distance	0.5765124559
60.0	trace_distance	0.3421771526
60.0	trace_distance	0.5016809702
60.0	trace_distance	0.4039142132
60.0	trace_distance	0.3292767406
60.0	trace_distance	0.3783509731
60.0	trace_distance	0.4769434333
60.0	trace_distance	0.3334698379
60.0	trace_distance	0.3439918160
60.0	trace_distance	0.4205945730
60.0	trace_distance	0.3585916162
60.0	trace_distance	0.3372027874
60.0	trace_distance	0.3465144634
60.0	trace_distance	0.3319708407
60.0	trace_distance	0.3277050853
60.0	trace_distance	0.5002715588
60.0	trace_distance	0.3419557810
60.0	trace_distance	0.4390050173
60.0	trace_distance	0.3525443673
60.0	trace_distance	0.3383548856
60.0	trace_distance	0.3669077158
60.0	trace_distance	0.3428029716
60.0	trace_distance	0.3273712993
60.0	trace_distance	0.4123872519
60.0	trace_distance	0.5294435024
60.0	trace_distance	0.4732396305
60.0	trace_distance	0.3374379575
60.0	trace_distance	0.3933919072
60.0	trace_distance	0.5414751172
60.0	trace_distance	0.3484820724
60.0	trace_distance	0.4142102599
60.0	trace_distance	0.4034002721
60.0	trace_distance	0.5164992213
60.0	trace_distance	0.3356384635
60.0	trace_distance	0.4817666411
60.0	trace_distance	0.3313040137
60.0	trace_distance	0.4561217427
60.0	trace_distance	0.6304527521
60.0	trace_distance	0.4158812165
60.0	trace_distance	0.4266525805
60.0	trace_distance	0.3273854852
60.0	trace_distance	0.3307049274
60.0	trace_distance	0.3274845481
60.0	trace_distance	0.3578534722
60.0	trace_distance	0.3273662031
60.0	trace_distance	0.4208309054
60.0	trace_distance	0.3642723262
60.0	trace_distance	0.3278418183
60.0	trace_distance	0.3273654878
60.0	trace_distance	0.3321603239
80.0	fidelity1	0.7763203979
80.0	fidelity1	0.7594024539
80.0	fidelity1	0.7817179561
80.0	fidelity1	0.7176038623
80.0	fidelity1	0.7812640071
80.0	fidelity1	0.7435237765
80.0	fidelity1	0.7736775875
80.0	fidelity1	0.7310863733
80.0	fidelity1	0.7246589065
80.0	fidelity1	0.7306830883
80.0	fidelity1	0.7447227240
80.0	fidelity1	0.7788635492
80.0	fidelity1	0.7752608657
80.0	fidelity1	0.7361415625
80.0	fidelity1	0.6316477060
80.0	fidelity1	0.6868596077
80.0	fidelity1	0.7816907763
80.0	fidelity1	0.7804317474
80.0	fidelity1	0.7190049887
80.0	fidelity1	0.7619654536
80.0	fidelity1	0.7817060351
80.0	fidelity1	0.7616698146
80.0	fidelity1	0.7759982944
80.0	fidelity1	0.7796041369
80.0	fidelity1	0.7817150950
80.0	fidelity1	0.6496307254
80.0	fidelity1	0.6899873018
80.0	fidelity1	0.6556255817
80.0	fidelity1	0.7536770701
80.0	fidelity1	0.6809120178
80.0	fidelity1	0.6909512281
80.0	fidelity1	0.7565110922
80.0	fidelity1	0.6756626964
80.0	fidelity1	0.7777061462
80.0	fidelity1	0.7787932158
80.0	fidelity1	0.7646853328
80.0	fidelity1	0.7601134181
80.0	fidelity1	0.7338604927
80.0	fidelity1	0.7317389250
80.0	fidelity1	0.7346855998
80.0	fidelity1	0.7757749557
80.0	fidelity1	0.7817055583
80.0	fidelity1	0.7592355609
80.0	fidelity1	0.7176049948
80.0	fidelity1	0.6975662112
80.0	fidelity1	0.7435358763
80.0	fidelity1	0.7767138481
80.0	fidelity1	0.7689127922
80.0	fidelity1	0.7729730606
80.0	fidelity1	0.7668156028
80.0	fidelity1	0.7687071562
80.0	fidelity1	0.6386012435
80.0	fidelity1	0.7802879214
80.0	fidelity1	0.7807803154
80.0	fidelity1	0.6614087820
80.0	fidelity1	0.6971039176
80.0	fidelity1	0.6410917640
80.0	fidelity1	0.6651970744
80.0	fidelity1	0.7283333540
80.0	fidelity1	0.7104295492
80.0	fidelity1	0.7389297485
80.0	fidelity1	0.7814645767
80.0	fidelity1	0.7765939236
80.0	fidelity1	0.7758277655
80.0	fidelity1	0.7333195210
80.0	fidelity1	0.7240917087
80.0	fidelity1	0.6141963005
80.0	fidelity1	0.7796210051
80.0	fidelity1	0.7806469202
80.0	fidelity1	0.5584880114
80.0	fidelity1	0.7620537281
80.0	fidelity1	0.7290434241
80.0	fidelity1	0.5969756842
80.0	fidelity1	0.7705229521
80.0	fidelity1	0.7776772380
80.0	fidelity1	0.7751523852
80.0	fidelity1	0.7519242167
80.0	fidelity1	0.6343021393
80.0	fidelity1	0.7772496939
80.0	fidelity1	0.7805199623
80.0	fidelity1	0.7566947937
80.0	fidelity1	0.6728374958
80.0	fidelity1	0.6808707118
80.0	fidelity1	0.7671360970
80.0	fidelity1	0.6722111106
80.0	fidelity1	0.7258105278
80.0	fidelity1	0.6128951311
80.0	fidelity1	0.6735493541
80.0	fidelity1	0.7485243678
80.0	fidelity1	0.7809013724
80.0	fidelity1	0.7296599150
80.0	fidelity1	0.7343891859
80.0	fidelity1	0.7803447247
80.0	fidelity1	0.7443505526
80.0	fidelity1	0.7454981804
80.0	fidelity1	0.7807077169
80.0	fidelity1	0.7817511559
80.0	fidelity1	0.5790148973
80.0	fidelity1	0.6923747063
80.0	fidelity1	0.6995531917
80.0	trace_distance	0.3395926058
80.0	trace_distance	0.3751000762
80.0	trace_distance	0.3274546862
80.0	trace_distance	0.4509966373
80.0	trace_distance	0.3284932971
80.0	trace_distance	0.4056085348
80.0	trace_distance	0.3453801572
80.0	trace_distance	0.4279884994
80.0	trace_distance	0.4391076565
80.0	trace_distance	0.4286949039
80.0	trace_distance	0.4033854008
80.0	trace_distance	0.3339288831
80.0	trace_distance	0.3419246376
80.0	trace_distance	0.4190362096
80.0	trace_distance	0.5764825344
80.0	trace_distance	0.4995140731
80.0	trace_distance	0.3275173903
80.0	trace_distance	0.3303878307
80.0	trace_distance	0.4486605525
80.0	trace_distance	0.3699399829
80.0	trace_distance	0.3274821639
80.0	trace_distance	0.3705387414
80.0	trace_distance	0.3403031528
80.0	trace_distance	0.3322615325
80.0	trace_distance	0.3274617195
80.0	trace_distance	0.5525918007
80.0	trace_distance	0.4947957993
80.0	trace_distance	0.5443945527
80.0	trace_distance	0.3863782883
80.0	trace_distance	0.5083657503
80.0	trace_distance	0.4933324754
80.0	trace_distance	0.3808373213
80.0	trace_distance	0.5160521269
80.0	trace_distance	0.3365181684
80.0	trace_distance	0.3340866864
80.0	trace_distance	0.3643839955
80.0	trace_distance	0.3736759424
80.0	trace_distance	0.4230992794
80.0	trace_distance	0.4268434644
80.0	trace_distance	0.4216343462
80.0	trace_distance	0.3407950997
80.0	trace_distance	0.3274835944
80.0	trace_distance	0.3754335046
80.0	trace_distance	0.4509947300
80.0	trace_distance	0.4831713438
80.0	trace_distance	0.4055858850
80.0	trace_distance	0.3387226462
80.0	trace_distance	0.3555764258
80.0	trace_distance	0.3469067216
80.0	trace_distance	0.3599727750
80.0	trace_distance	0.3560099900
80.0	trace_distance	0.5673639774
80.0	trace_distance	0.3307144046
80.0	trace_distance	0.3295953870
80.0	trace_distance	0.5363680720
80.0	trace_distance	0.4838884473
80.0	trace_distance	0.5640621781
80.0	trace_distance	0.5310443044
80.0	trace_distance	0.4327860475
80.0	trace_distance	0.4627736509
80.0	trace_distance	0.4140160084
80.0	trace_distance	0.3280347884
80.0	trace_distance	0.3389880657
80.0	trace_distance	0.3406790793
80.0	trace_distance	0.4240571856
80.0	trace_distance	0.4400753081
80.0	trace_distance	0.5987565517
80.0	trace_distance	0.3322230875
80.0	trace_distance	0.3298990130
80.0	trace_distance	0.6648848057
80.0	trace_distance	0.3697610497
80.0	trace_distance	0.4315536916
80.0	trace_distance	0.6199517250
80.0	trace_distance	0.3521636724
80.0	trace_distance	0.3365825415
80.0	trace_distance	0.3421624899
80.0	trace_distance	0.3897660673
80.0	trace_distance	0.5730189085
80.0	trace_distance	0.3375343680
80.0	trace_distance	0.3301874399
80.0	trace_distance	0.3804752529
80.0	trace_distance	0.5201419592
80.0	trace_distance	0.5084267855
80.0	trace_distance	0.3593044877
80.0	trace_distance	0.5210442543
80.0	trace_distance	0.4371359944
80.0	trace_distance	0.6003841162
80.0	trace_distance	0.5191143751
80.0	trace_distance	0.3962539434
80.0	trace_distance	0.3293198943
80.0	trace_distance	0.4304810166
80.0	trace_distance	0.4221612215
80.0	trace_distance	0.3305853009
80.0	trace_distance	0.4040766656
80.0	trace_distance	0.4019407034
80.0	trace_distance	0.3297607899
80.0	trace_distance	0.3273792565
80.0	trace_distance	0.6413123608
80.0	trace_distance	0.4911634922
80.0	trace_distance	0.4800769091
120.0	fidelity1	0.5946255922
120.0	fidelity1	0.7816523314
120.0	fidelity1	0.7806913257
120.0	fidelity1	0.7735062838
120.0	fidelity1	0.7816865444
120.0	fidelity1	0.7812781334
120.0	fidelity1	0.6407284141
120.0	fidelity1	0.7515546679
120.0	fidelity1	0.7752923965
120.0	fidelity1	0.7756241560
120.0	fidelity1	0.7619900107
120.0	fidelity1	0.6383211613
120.0	fidelity1	0.7375585437
120.0	fidelity1	0.7800402641
120.0	fidelity1	0.7810833454
120.0	fidelity1	0.7574959993
120.0	fidelity1	0.7618654966
120.0	fidelity1	0.7773558497
120.0	fidelity1	0.7692033648
120.0	fidelity1	0.7174571753
120.0	fidelity1	0.7317179441
120.0	fidelity1	0.7596383095
